,created_at,text,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,withheld.copyright,withheld.country_codes
48,2021-12-02T18:24:47.000Z,@tigeraido On est sous Hitler la ?,1466473437040361481,0,0,0,0,,
49,2021-12-02T18:24:43.000Z,Grosse journée... Crevé... https://t.co/YpIlA4zjRL,1466473418774257665,5,0,21,0,,
50,2021-12-02T18:24:41.000Z,ewen il m'a dit creve pas hein je suis officiallement le MAILLON faible de notre equipe,1466473410922487816,0,0,0,0,,
51,2021-12-02T18:24:21.000Z,#germany nazi bas**rd https://t.co/2Jt8KiQDgz,1466473327879405568,0,0,0,0,,
52,2021-12-02T18:24:17.000Z,"j'en peux plus de tout ce cirque médiatique autour de zemmour putain montrez nous de vrais candidats qui ont de bonnes idées, marre d'entendre parler du nouvel Hitler",1466473310913499145,0,0,0,0,,
53,2021-12-02T18:24:00.000Z,"@hostrogo Comment ça on l'a pas vu venir ??? C'était littéralement (et a toujours été) le projet DEPUIS LE DEBUT !!! 
Y compris depuis les origines même de cette dictature carcérale de merde, à savoir l'Allemagne Nazi qui en rêvait déjà.",1466473239572623362,0,0,0,0,,
54,2021-12-02T18:23:58.000Z,@veroniquegenest Un sale nazi oui,1466473229699235843,0,0,0,0,,
55,2021-12-02T18:23:48.000Z,@LucieLaplace @CedricHerrou @FranceInsoumise @PrimairePop Vous semblez ignorer que certains journalistes sont diplômés et que certains chercheurs stupides. Le mépris bride l'intelligence. J'ose espérer que les gens que vous cotoyez ont un autre état d'esprit.,1466473188167139330,0,0,0,0,,
56,2021-12-02T18:22:52.000Z,bro diego il aime mes messages à la SECONDE mnt je crève,1466472954494177285,0,0,0,1,,
57,2021-12-02T18:22:47.000Z,tout le monde crève chez moi,1466472931496714245,0,0,0,0,,
58,2021-12-02T18:22:39.000Z,"@Ed_Warner007 @JeVooZemToos @ambassador_doge @Valeurs Je confond rien du tout. C'est la vérité historique sur l'assassin que ta comme prophète.

Les nazis étais très proche des musulmans. Hitler avais comme grand ami le grand mofti de Jérusalem. Les nazis avait d'ailleurs des divisions musulmane.",1466472897749397507,0,1,0,0,,
59,2021-12-02T18:22:21.000Z,chiale !!!!! et CREVE !,1466472824210698243,0,0,0,0,,
60,2021-12-02T18:21:31.000Z,@CarneDeTwit @f_philippot Alors démonter quelque chose d’aussi simple c’est niveau maternelle. Votre 1er tweet le terme nazie apparaît. Donc vous avez atteint vous le point Godwin en un seul tweet et après vous dites ne pas parler de Shoah??? Rassurez moi vous faites bien le lien entre nazi et Shoah ?,1466472613912485895,0,2,0,0,,
61,2021-12-02T18:21:04.000Z,"@HistoireOdyssee C'est souvent le problème des artistes, c'est quand ils ne sont plus là que leur œuvre est jugée pour ce qu'elle est ... Du coup, il crève la faim de leur vivant, mais leurs œuvres rapporteront gros, mais pas à eux ...",1466472499613417477,0,0,0,0,,
62,2021-12-02T18:20:59.000Z,J'ai trop faim là la quiche sent trop bon je crève,1466472477811433474,0,0,1,0,,
63,2021-12-02T18:20:35.000Z,"@IcelandRaphael @olivierveran @Assur_Maladie Bravo bravo, vous venez d’apprendre que le vaccin n’est pas là pour dire au Covid “stop, tu ne rentre pas”, mais Plutôt pour éviter que tu crève du Covid.",1466472380717572099,0,1,0,0,,
64,2021-12-02T18:20:16.000Z,Prise en main du Xperia Pro-I : un smartphone à 1800€ qui bride son capteur 1 pouce...,1466472299943632897,0,0,0,0,,
65,2021-12-02T18:19:59.000Z,"@aidanlf Avec un big mac, une heure plus tard on crève la dalle, ch'ais pas si ça fait le même effet avec lui 🤣",1466472228703379459,0,0,0,0,,
66,2021-12-02T18:19:56.000Z,"@RERD_SNCF Corbeil vs Melun : une fois encore, mêmes problèmes, traitement different. Un favoritisme flagrant et récurrent qui crève les écrans tous les jours à Gare de Lyon @RERD_SNCF, quand aurons nous une explication honnête ? https://t.co/K9F3hmhRFo",1466472217009602572,0,0,0,0,,
67,2021-12-02T18:19:07.000Z,Vidéo de propagande Nazi https://t.co/WeGUNiwU9G,1466472010247290886,0,0,0,0,,
68,2021-12-02T18:18:54.000Z,@arbolitodechoco @f_philippot @AngelaMerkel_DE Es nazi,1466471956530835466,0,0,0,0,,
69,2021-12-02T18:18:20.000Z,"#ZEMMOUR a été rejeté et exclu de très nombreux groupes officiels pour son #comportement incorrect et sa #psychorigidité, renseignez-vous dans les médias alternatifs d'internet genre #odyssée, pour commencer.
On ne veut PAS d'un deuxième #Hitler !
#Elections #Présidentielles 2022 https://t.co/HC6DkPJkQj https://t.co/8hkaQRhOTN",1466471812821364743,1,0,1,0,,
70,2021-12-02T18:17:55.000Z,@BAN05063867 Qu'il crève ce pourri  ! ✊🤬,1466471706382544897,0,0,3,0,,
71,2021-12-02T18:17:50.000Z,@Vmxour Carrément on est crevé,1466471685708730370,0,0,0,0,,
72,2021-12-02T18:17:18.000Z,@jospi31416 @NubePfizerise @GagnerDeLaTune @dre_sunshine Un crève cœur j'imagine,1466471553990860803,0,1,2,0,,
73,2021-12-02T18:15:45.000Z,"@licorne_8450 @PATRICKJARDIN15 @ZemmourEric @karim_naim86  tu as vu les fans , admirateur du sabre du goupillon, anti musulman, anti juif bref les nazi, ils osent tout! Le tutoiement les insultes. Je te refile celui-ci pour te défouler ! 😉cadeau 😂",1466471164511936518,0,0,0,0,,
74,2021-12-02T18:15:35.000Z,@atensnut fauci is a NAZI COMMIE KILLER!,1466471119138045952,0,0,0,0,,
75,2021-12-02T18:15:31.000Z,"Crevé comme un boudin, mais ... Jeudi picolo quand même. https://t.co/cEaU95esGN",1466471104608882688,0,0,2,0,,
76,2021-12-02T18:15:21.000Z,@libreetserein @lynns68gwada971 Avec vos doses de rappelle à l'infinie 😂😂😂 vous allez crevé bien avant nous et c dans très bientôt 😜 Espèces de 0 cervel 😂😂😂 https://t.co/12Und6GoT1,1466471061093072896,0,0,0,0,,
77,2021-12-02T18:14:45.000Z,@f_philippot Le mal nazi se répand à nouveau dans le monde😟,1466470911641534473,0,0,1,0,,
78,2021-12-02T18:14:32.000Z,"""Oh mon Dieu, les antifas nous attaquent!"" un toubab fragile. https://t.co/mTPE7WDgpz",1466470857333694465,0,0,0,0,,
79,2021-12-02T18:14:23.000Z,"@tessierf171 un nègre de service, un Oréo, un oncle Tom, etc.
Un musulman qui défend la laïcité est pour eux un traître à sa religion.",1466470818771259404,0,0,0,0,,
80,2021-12-02T18:14:20.000Z,Et tout ce que tu sais c’est que le reubeu fumait de la bonne beuh,1466470806062514181,0,0,0,0,,
81,2021-12-02T18:13:56.000Z,Les petits Hitler sortent du bois... leur monde est à vomir. #fuckthenwo https://t.co/WprU4mcXoN,1466470705315393542,0,0,0,0,,
82,2021-12-02T18:13:56.000Z,Le championnat espagnol est entrain de crevé et il compte sur nous pour renaître,1466470705004953603,0,1,0,0,,
83,2021-12-02T18:13:17.000Z,Mais n'importe quoi il s'ennuie a mourir sa crevé les yeux #TPMP https://t.co/h0IUcPRdp6,1466470540122767361,0,0,3,0,,
84,2021-12-02T18:12:44.000Z,"Vous la voyez venir, la tyrannie, Messieurs les Sénateurs ? Lesquels vont taper du poing sur la table pour nommer l'outrance d'un produit expérimental imposé à la Nazi ! @loichervepublic @alainhoupert @BasPhilippe @GuillaumGontard @MichelSavin38 @didier_rambaud @VALLINIAndre https://t.co/NIYDfVJn7r",1466470404810285056,0,0,0,0,,
85,2021-12-02T18:12:24.000Z,@MaghrebiaAsala @borderlynes @Tenshouichi @ThibaultSansEau tu vas te calmer le bamboula,1466470318818607108,0,1,0,0,,
86,2021-12-02T18:12:18.000Z,"@Nadya_Lou006 Depuis la nuit des temps, les nations puissantes ont cherché à s'imposer au monde pour en faire une province. Tous se sont cassé les dents. Le dernier en date, c'est Hitler.
La différence aujourd'hui, c'est que les puissants se sont alliés avec les États-Unis.",1466470293560561681,0,1,0,0,,
87,2021-12-02T18:11:49.000Z,Gio il me parle sur 4 application.. t’es pas ma meuf negro ( c’est à cause de moi ),1466470173683195910,0,0,0,0,,
88,2021-12-02T18:11:19.000Z,@devochk496 Mais c'est une horreur un cauchemar ! J'ai l'impression qu'elle parle d'une panne de voiture... Et elle passe a la tele histoire de pousser l'humiliation. J'ai envie de crevé,1466470047057166338,0,0,0,0,,
89,2021-12-02T18:11:06.000Z,@giberpa @MathieuSlama C'est exactement ça.. un nazi psychopathe cet homme est tout ce qu'il y a de pire!! Lui le dieu au milieu des inutiles.. je reviens encore a ça mais cette vidéo m'avait tellement choquée!,1466469991025459204,0,0,0,0,,
90,2021-12-02T18:10:46.000Z,@Moha_lassel Xptdrrrrr crève,1466469907219025922,0,0,0,0,,
91,2021-12-02T18:09:48.000Z,@alexandreczrl @ElevePingouin Clairement hahahahaha purée il était au bout de sa vie mon tel jusqu’à qu’il crève aux fond des chiotte vraiment j’ai mérité mon iPhone,1466469667078295558,0,1,1,0,,
92,2021-12-02T18:09:20.000Z,Le negro qui s’est envoyé à Châtelet a réussi sa mission là 😭,1466469546399838208,0,0,0,0,,
93,2021-12-02T18:09:12.000Z,@MizPoline Même Hitler a de plus jolies couvertures.,1466469514611245060,0,0,0,0,,
94,2021-12-02T18:09:10.000Z,"@AldoSterone111 2/2.Le plan mondialiste ne visait à rien d’autre qu’à l’instauration d’un ordre universel que Hitler, s’il gagnait la guerre, se proposait d’imposer sans ménagement au monde des hommes. Ils ont donc continué après sa défaite lentement mais sûrement le génocide déjà entamé.",1466469503626354689,0,0,0,0,,
95,2021-12-02T18:09:09.000Z,Les têtes de gondoles socialos comme Mussolini et Hitler aiment le pluralisme et la liberté d’opinion. https://t.co/N7nQNz0fQ8,1466469501134938119,0,0,0,0,,
96,2021-12-02T18:09:02.000Z,"L’Allemagne et l’Autriche redeviennent un état nazi ... Discriminations, apartheid et bientôt déportements et puis extermination ? ... 🤢🤢🤮🤮🤮🤮🤮🤮🤮 https://t.co/7tKcaExJeU",1466469471216934914,2,2,7,0,,
97,2021-12-02T18:09:01.000Z,"@MrJohn_dvro Ah mais oui
Mais le doigt magique avec l eau pupure 
Mais y a un paquet de mecs qui ont failli crever  (en rando montagne, pas qu en France...Tibet Népal etc...)
Et la la photo...Y a jamais moyen de savoir si y a pas un rat crevé 1 m avant.",1466469467639189506,0,0,0,0,,
98,2021-12-02T18:08:57.000Z,Un état NAZI ne changera jamais ses idées ancrées dans leur tête de moineau. https://t.co/JzXVBcYalC,1466469451742777350,0,0,0,0,,
99,2021-12-02T18:08:45.000Z,"Un coifure divine. J'ai croisé un petit reubeu locsé, il etait magnifique. https://t.co/rnJiXixJFq",1466469401012715529,0,0,0,0,,
100,2021-12-02T18:07:58.000Z,@MohAviion Dans les années 1900 pour tuer Hitler quand il était enfant,1466469202810785796,0,0,0,0,,
101,2021-12-02T18:07:50.000Z,@Nicolas68774292 On avait déjà perdu ont les a quand même battu + les nazi qui vole leur essence pour fuir je suis mort,1466469168837017603,0,3,1,0,,
102,2021-12-02T18:07:15.000Z,@Eoreen_ OH LE NEGRO MIELLEUX,1466469023793700866,0,1,1,0,,
103,2021-12-02T18:07:06.000Z,@CatadelosriosL @mvacarezza Y dale con el nazi...👍🏻👍🏻,1466468983792676866,0,0,0,0,,
104,2021-12-02T18:06:55.000Z,"@CarneDeTwit @f_philippot En 1932 le but d’Hitler était déjà de s’en prendre aux juifs et faire un peuple aryen sans handicapés, lgbt et tzigane. Je ne savais pas qu’en 2021 en France on préconisait la Shoah. Les mots ont un sens et c’est pour ça qu’on les emploient. Votre comparaison est odieuse",1466468938326454276,0,2,0,0,,
105,2021-12-02T18:06:50.000Z,Je suis pas mort je suis à Toubab Dialaw https://t.co/QW7mgE1Z8H,1466468920320221190,0,0,0,0,,
106,2021-12-02T18:06:48.000Z,@AldoSterone111 1/2-Ce complot mondialiste est d'une telle ampleur qu'il est difficile de désigner un seul responsable.Hitler disait que le Saint Empire romain devait être rétabli et avait vociféré que le national socialisme durerait mille ans.,1466468910891515914,0,0,0,0,,
107,2021-12-02T18:06:33.000Z,"@Zeffyra1984 À l'inverse il y aussi ceux qui jugent les collabos du passé avec les yeux du présent.
J'aurais bien voulu les voire eux avec le flingue d'un nazi sur la tête ou sur celui de leur enfant.
Eux aussi ils auraient collaboré ces héros de canapé.",1466468849017139205,0,0,1,0,,
108,2021-12-02T18:05:35.000Z,@JeanBambois6 @Napoleone750 Qu’il aille à la mosquée rire dEric Zemmour. Sale race,1466468602140319749,0,0,1,0,,
109,2021-12-02T18:05:26.000Z,@fatma_cht j’avoue même karatsev jsp,1466468568158162952,0,0,0,0,,
110,2021-12-02T18:05:25.000Z,@RodTapieM Bjr vousbonjour vous ne me connaissez pas cependant votre père et ce nom tapis m'a donné la niaque de plus petit et vive le dictaphone du portable j'espère que tu vas bien car je recommence en passer à vous j'espère que votre mère et grand-mère vont bien bonne journée,1466468562424545286,0,0,0,0,,
111,2021-12-02T18:05:07.000Z,"« Le constat que dresse Eric Zemmour, à bien des égards, je le partage, disons qu’on a le même » #EricCiotti les deux Éric partagent un prénom d’origine germanique qui va de pair avec une idéologie identitaire #Islamophobe #Pétainiste et #Nazi = 2 #Fils_de_Pétain ! 🖕🏽 https://t.co/idNbMZ3K62 https://t.co/16FAuU3sGO",1466468485622640654,0,0,0,0,,
112,2021-12-02T18:04:27.000Z,"Chui un negro régulier, pas spécial",1466468318529916934,0,0,0,0,,
113,2021-12-02T18:04:14.000Z,@LaliCidjah @__Denilsoon_ @RERB @Qofficiel Facho … seul argument facho ?? Vous savez ce que c’est le fascisme ? Hitler Staline mussolini les frères musulman voici le Fascime !!! Va falloir trouver des arguments plus convaincants!! Le gauchiste ? Voilà tout aussi réducteur et idiot …,1466468264935100422,0,1,0,0,,
114,2021-12-02T18:04:06.000Z,#PonoGay #BeurGay - Deux faciales à la suite pour une petite frappe du quartier : https://t.co/O77UMWvKlA,1466468230210457600,1,0,2,0,,
115,2021-12-02T18:03:58.000Z,"j'ai envie de pleurer mélo est si petit, si mignon

je crève",1466468197599690755,0,2,3,0,,
116,2021-12-02T18:03:46.000Z,"Premier anime : Naruto
Dernier anime : la légende de Korra
Anime favori : the ancien Magnus bride
L'anime qui t'a fait pleurer le plus : hano ana 
L'anime qui t'a le plus surpris : Tokyo revengers
L'anime qui t'a le plus fait rire : GTO https://t.co/p6O9oIYNXv",1466468145191915531,0,1,2,1,,
117,2021-12-02T18:03:26.000Z,"@Clelest @ccg_ad91 @VincentLanies @ZemmourEric Ont les traites comme ça car eux même traite d’extrême droite , fasciste , nazi homophobe etc quand ils n’ont plus d’argument",1466468061863686150,0,1,0,0,,
118,2021-12-02T18:02:17.000Z,"@MamzelleNaf souvenir de fac, un prof foufou l'eau pure qui vient de la montagne sur résurgence, avec un mouton crevé en karstique, la douve du foie, il est rentré en urgence. Et on a bien rigolé (ceux qui avaient fait hydrogéologie)",1466467774352535558,0,1,1,0,,
119,2021-12-02T18:02:09.000Z,"@AncKou_ @Bunker_D_ @GaelleGiroud Ah ben c'est sûr qu'en jouant la fausse neutralité et en demandant comme un benêt à un juif et à un nazi ce qu'est un juif, ils vont pas donner les mêmes réponses.",1466467739837636613,0,1,0,0,,
120,2021-12-02T18:01:29.000Z,"Être nègre se voit toujours, un jour ou l'autre. https://t.co/H6nbsQuPXg",1466467574133239808,0,0,0,0,,
121,2021-12-02T18:00:55.000Z,Mais c'est une mentalité de nazi ca https://t.co/0ONr0diGtV,1466467427840147468,0,0,0,0,,
122,2021-12-02T18:00:32.000Z,@NoAsbelTown @Esban_ Et tu feras quoi de tous ceux que t aura torturee pour rien? Tu devras leur mettre une balle dans la tete sinon quand il sortiront ce seront des salah abdeslam ou merah que tu auras cree.,1466467332662960134,0,0,1,0,,
123,2021-12-02T18:00:12.000Z,"La traque des nazis... 
Simon Wisenthal, les époux Klarsfeld... Ils seront quelques-uns à vouloir leur mettre la main dessus !
https://t.co/qQJEENJk3Q
https://t.co/TldfQabrx6

#histoire  #Nazi (s)  #Shoah",1466467249380896769,0,0,1,0,,
124,2021-12-02T18:00:00.000Z,@AldoSterone111 On aurait surtout jamais dû permettre à Hitler de detruire l'Europe. M'enfin bon apparemment a cette époque la les États Unis ont accordé des prêts très généreux à l'Allemagne pour qu'elle conduise ses politiques.,1466467200613687305,0,0,0,0,,
125,2021-12-02T17:58:44.000Z,@CamChauss Le père Noël c est le 25 60% de la droite migré chez marine pas chez le petit Hitler,1466466881590726662,0,0,0,0,,
126,2021-12-02T17:58:19.000Z,"@PhilippeMurer @AldoSterone111 Si on fait pas le #Frexit 

l'empire de 1000 ans que voulait Hitler se mets en place",1466466777022578707,0,1,4,0,,
127,2021-12-02T17:58:02.000Z,@xavierbertrand @lesRepublicains @vpecresse 🤣🤣🤣🤣🤣 Comment on dit déjà ?  Ah oui : DANS TON CUL LE NAZI !!! 🤣🤣🤣,1466466702854705152,0,0,1,0,,
128,2021-12-02T17:57:56.000Z,"« Le constat que dresse Eric Zemmour, à bien des égards, je le partage, disons qu’on a le même » #EricCiotti les deux Éric partagent non seulement un nom d’origine germanique qui va de pair avec une idéologie identitaire #Islamophobe #Pétainiste et #Nazi = 2 #Fils_de_Pétain !",1466466677160304645,0,0,1,0,,
