avis1;text;id
1;@___flemme___ Wahhhhh ce negro est blanc!!!!!;1466474701950226435
0;Nous savons tous, sans exception, qu'Eric Zemmour n'est pas le nazi que cette meute politique bien pensante, soutenue par les medias aux bottes, s'attache à dépeindre. Leur hypocrisie les a déjà disqualifiés. https://t.co/CNcIuVe1Jf;1466474639345991681
0;@54_nounours Comme me l’a dit un allemand un jour, Hitler a tué 6 millions de juifs, alors qu’il aurait pu dominer le monde avec eux à ses côtés. N’essayez pas de penser à la place des fous.;1466474488820908036
0;Avec la mairie de Paris, ami banlieusard, le message est simple : pédale ou crève 🚲 https://t.co/ckh39BeHhg;1466474424555745282
0;@petaramesh J’ai appris ce mot en lisant l’autobiographie d’une femme qui a subi les camps de concentration nazi;1466474416162971650
0;@DavidMn03637745 @ValRobert974 Je fais ça je crève direct ⚰️;1466474320541143040
0;suis en train de chopper la crève envie de mourir là;1466474218531479552
0;"@Yoann_IV HITLER a échoué uniquement parce que
ses idées n'étaient pas partagées partout dans le monde

Aujourd'hui , tous les dirigeants politiques ont ordre d'appliquer les directives du Dr Klaus SCHWAB
Sinon , c'est l'attentat assuré #Madagascar #Haïti 
contre eux
#Force et #Honneur";1466474108082954246
0;"@EPeuplu @FavreZian Imagine juste un rat.
Crevé 
Le con de rat
Un de moins pour toi!
Attend c'est un poème en fait le mec 
Ils aiment les bretons par contre c'est bien
Certainement pas les autres vallées 
(On se déteste de vallée  à vallée..les soucis de QI c etait pas que le manque d iode hein...) https://t.co/iiNKri5rlf";1466474072896851970
0;"Alors pourquoi a-t-il été conçu?
https://t.co/ytoHlmnlUM";1466473825898582024
0;@Diddy02G Mon negro j’te parle de survêtement Nike ce genre de chose man;1466473734873698306
0;@idrissaberkane Absolument et pour pouvoir discriminer puis exterminer des millions de Juifs, Tziganes, vieillards, handicapés, opposants, sans que la population Allemande n'en soit choquée et l'accepte, Hitler leur a fait croire à une épidémie de Tiphus propagée soit disant par les Juifs d'🇪🇺 !;1466473712098631681
0;J'ai jamais vu Hinti dribbler, au pire je crève https://t.co/RwTP6ADU9x;1466473663528685578
0;@zemacplayer ils auraient pu attendre les patch next gen quand même, alors ok la il y a une petite hype parce que promo mais quand même c'est fait vraiment crève la dalle;1466473631450603521
0;Grosse journée... Crevé... https://t.co/YpIlA4zjRL;1466473418774257665
0;ewen il m'a dit creve pas hein je suis officiallement le MAILLON faible de notre equipe;1466473410922487816
1;j'en peux plus de tout ce cirque médiatique autour de zemmour putain montrez nous de vrais candidats qui ont de bonnes idées, marre d'entendre parler du nouvel Hitler;1466473310913499145
1;"@hostrogo Comment ça on l'a pas vu venir ??? C'était littéralement (et a toujours été) le projet DEPUIS LE DEBUT !!! 
Y compris depuis les origines même de cette dictature carcérale de merde, à savoir l'Allemagne Nazi qui en rêvait déjà.";1466473239572623362
1;@veroniquegenest Un sale nazi oui;1466473229699235843
0;@LucieLaplace @CedricHerrou @FranceInsoumise @PrimairePop Vous semblez ignorer que certains journalistes sont diplômés et que certains chercheurs stupides. Le mépris bride l'intelligence. J'ose espérer que les gens que vous cotoyez ont un autre état d'esprit.;1466473188167139330
0;bro diego il aime mes messages à la SECONDE mnt je crève;1466472954494177285
0;tout le monde crève chez moi;1466472931496714245
1;"@Ed_Warner007 @JeVooZemToos @ambassador_doge @Valeurs Je confond rien du tout. C'est la vérité historique sur l'assassin que ta comme prophète.

Les nazis étais très proche des musulmans. Hitler avais comme grand ami le grand mofti de Jérusalem. Les nazis avait d'ailleurs des divisions musulmane.";1466472897749397507
0;chiale !!!!! et CREVE !;1466472824210698243
0;@CarneDeTwit @f_philippot Alors démonter quelque chose d’aussi simple c’est niveau maternelle. Votre 1er tweet le terme nazie apparaît. Donc vous avez atteint vous le point Godwin en un seul tweet et après vous dites ne pas parler de Shoah??? Rassurez moi vous faites bien le lien entre nazi et Shoah ?;1466472613912485895
0;@HistoireOdyssee C'est souvent le problème des artistes, c'est quand ils ne sont plus là que leur œuvre est jugée pour ce qu'elle est ... Du coup, il crève la faim de leur vivant, mais leurs œuvres rapporteront gros, mais pas à eux ...;1466472499613417477
0;J'ai trop faim là la quiche sent trop bon je crève;1466472477811433474
0;@IcelandRaphael @olivierveran @Assur_Maladie Bravo bravo, vous venez d’apprendre que le vaccin n’est pas là pour dire au Covid “stop, tu ne rentre pas”, mais Plutôt pour éviter que tu crève du Covid.;1466472380717572099
0;Prise en main du Xperia Pro-I : un smartphone à 1800€ qui bride son capteur 1 pouce...;1466472299943632897
0;@aidanlf Avec un big mac, une heure plus tard on crève la dalle, ch'ais pas si ça fait le même effet avec lui 🤣;1466472228703379459
0;@RERD_SNCF Corbeil vs Melun : une fois encore, mêmes problèmes, traitement different. Un favoritisme flagrant et récurrent qui crève les écrans tous les jours à Gare de Lyon @RERD_SNCF, quand aurons nous une explication honnête ? https://t.co/K9F3hmhRFo;1466472217009602572
0;Vidéo de propagande Nazi https://t.co/WeGUNiwU9G;1466472010247290886
1;@arbolitodechoco @f_philippot @AngelaMerkel_DE Es nazi;1466471956530835466
1;"#ZEMMOUR a été rejeté et exclu de très nombreux groupes officiels pour son #comportement incorrect et sa #psychorigidité, renseignez-vous dans les médias alternatifs d'internet genre #odyssée, pour commencer.
On ne veut PAS d'un deuxième #Hitler !
#Elections #Présidentielles 2022 https://t.co/HC6DkPJkQj https://t.co/8hkaQRhOTN";1466471812821364743
0;@BAN05063867 Qu'il crève ce pourri  ! ✊🤬;1466471706382544897
0;@Vmxour Carrément on est crevé;1466471685708730370
0;@jospi31416 @NubePfizerise @GagnerDeLaTune @dre_sunshine Un crève cœur j'imagine;1466471553990860803
0;@licorne_8450 @PATRICKJARDIN15 @ZemmourEric @karim_naim86  tu as vu les fans , admirateur du sabre du goupillon, anti musulman, anti juif bref les nazi, ils osent tout! Le tutoiement les insultes. Je te refile celui-ci pour te défouler ! 😉cadeau 😂;1466471164511936518
0;Crevé comme un boudin, mais ... Jeudi picolo quand même. https://t.co/cEaU95esGN;1466471104608882688
0;@libreetserein @lynns68gwada971 Avec vos doses de rappelle à l'infinie 😂😂😂 vous allez crevé bien avant nous et c dans très bientôt 😜 Espèces de 0 cervel 😂😂😂 https://t.co/12Und6GoT1;1466471061093072896
1;@f_philippot Le mal nazi se répand à nouveau dans le monde😟;1466470911641534473
1;"""Oh mon Dieu, les antifas nous attaquent!"" un toubab fragile. https://t.co/mTPE7WDgpz";1466470857333694465
1;"@tessierf171 un nègre de service, un Oréo, un oncle Tom, etc.
Un musulman qui défend la laïcité est pour eux un traître à sa religion.";1466470818771259404
1;Et tout ce que tu sais c’est que le reubeu fumait de la bonne beuh;1466470806062514181
1;Les petits Hitler sortent du bois... leur monde est à vomir. #fuckthenwo https://t.co/WprU4mcXoN;1466470705315393542
0;Le championnat espagnol est entrain de crevé et il compte sur nous pour renaître;1466470705004953603
0;Mais n'importe quoi il s'ennuie a mourir sa crevé les yeux #TPMP https://t.co/h0IUcPRdp6;1466470540122767361
0;Vous la voyez venir, la tyrannie, Messieurs les Sénateurs ? Lesquels vont taper du poing sur la table pour nommer l'outrance d'un produit expérimental imposé à la Nazi ! @loichervepublic @alainhoupert @BasPhilippe @GuillaumGontard @MichelSavin38 @didier_rambaud @VALLINIAndre https://t.co/NIYDfVJn7r;1466470404810285056
1;@MaghrebiaAsala @borderlynes @Tenshouichi @ThibaultSansEau tu vas te calmer le bamboula;1466470318818607108
0;"@Nadya_Lou006 Depuis la nuit des temps, les nations puissantes ont cherché à s'imposer au monde pour en faire une province. Tous se sont cassé les dents. Le dernier en date, c'est Hitler.
La différence aujourd'hui, c'est que les puissants se sont alliés avec les États-Unis.";1466470293560561681
1;Gio il me parle sur 4 application.. t’es pas ma meuf negro ( c’est à cause de moi );1466470173683195910
0;@devochk496 Mais c'est une horreur un cauchemar ! J'ai l'impression qu'elle parle d'une panne de voiture... Et elle passe a la tele histoire de pousser l'humiliation. J'ai envie de crevé;1466470047057166338
1;@giberpa @MathieuSlama C'est exactement ça.. un nazi psychopathe cet homme est tout ce qu'il y a de pire!! Lui le dieu au milieu des inutiles.. je reviens encore a ça mais cette vidéo m'avait tellement choquée!;1466469991025459204
0;@Moha_lassel Xptdrrrrr crève;1466469907219025922
0;@alexandreczrl @ElevePingouin Clairement hahahahaha purée il était au bout de sa vie mon tel jusqu’à qu’il crève aux fond des chiotte vraiment j’ai mérité mon iPhone;1466469667078295558
1;Le negro qui s’est envoyé à Châtelet a réussi sa mission là 😭;1466469546399838208
0;@MizPoline Même Hitler a de plus jolies couvertures.;1466469514611245060
1;@AldoSterone111 2/2.Le plan mondialiste ne visait à rien d’autre qu’à l’instauration d’un ordre universel que Hitler, s’il gagnait la guerre, se proposait d’imposer sans ménagement au monde des hommes. Ils ont donc continué après sa défaite lentement mais sûrement le génocide déjà entamé.;1466469503626354689
0;Les têtes de gondoles socialos comme Mussolini et Hitler aiment le pluralisme et la liberté d’opinion. https://t.co/N7nQNz0fQ8;1466469501134938119
1;L’Allemagne et l’Autriche redeviennent un état nazi ... Discriminations, apartheid et bientôt déportements et puis extermination ? ... 🤢🤢🤮🤮🤮🤮🤮🤮🤮 https://t.co/7tKcaExJeU;1466469471216934914
0;"@MrJohn_dvro Ah mais oui
Mais le doigt magique avec l eau pupure 
Mais y a un paquet de mecs qui ont failli crever  (en rando montagne, pas qu en France...Tibet Népal etc...)
Et la la photo...Y a jamais moyen de savoir si y a pas un rat crevé 1 m avant.";1466469467639189506
1;Un état NAZI ne changera jamais ses idées ancrées dans leur tête de moineau. https://t.co/JzXVBcYalC;1466469451742777350
1;Un coifure divine. J'ai croisé un petit reubeu locsé, il etait magnifique. https://t.co/rnJiXixJFq;1466469401012715529
1;@MohAviion Dans les années 1900 pour tuer Hitler quand il était enfant;1466469202810785796
1;@Nicolas68774292 On avait déjà perdu ont les a quand même battu + les nazi qui vole leur essence pour fuir je suis mort;1466469168837017603
1;@Eoreen_ OH LE NEGRO MIELLEUX;1466469023793700866
0;@CarneDeTwit @f_philippot En 1932 le but d’Hitler était déjà de s’en prendre aux juifs et faire un peuple aryen sans handicapés, lgbt et tzigane. Je ne savais pas qu’en 2021 en France on préconisait la Shoah. Les mots ont un sens et c’est pour ça qu’on les emploient. Votre comparaison est odieuse;1466468938326454276
0;Je suis pas mort je suis à Toubab Dialaw https://t.co/QW7mgE1Z8H;1466468920320221190
0;@AldoSterone111 1/2-Ce complot mondialiste est d'une telle ampleur qu'il est difficile de désigner un seul responsable.Hitler disait que le Saint Empire romain devait être rétabli et avait vociféré que le national socialisme durerait mille ans.;1466468910891515914
0;"@Zeffyra1984 À l'inverse il y aussi ceux qui jugent les collabos du passé avec les yeux du présent.
J'aurais bien voulu les voire eux avec le flingue d'un nazi sur la tête ou sur celui de leur enfant.
Eux aussi ils auraient collaboré ces héros de canapé.";1466468849017139205
1;@JeanBambois6 @Napoleone750 Qu’il aille à la mosquée rire dEric Zemmour. Sale race;1466468602140319749
0;@fatma_cht j’avoue même karatsev jsp;1466468568158162952
0;@RodTapieM Bjr vousbonjour vous ne me connaissez pas cependant votre père et ce nom tapis m'a donné la niaque de plus petit et vive le dictaphone du portable j'espère que tu vas bien car je recommence en passer à vous j'espère que votre mère et grand-mère vont bien bonne journée;1466468562424545286
1;« Le constat que dresse Eric Zemmour, à bien des égards, je le partage, disons qu’on a le même » #EricCiotti les deux Éric partagent un prénom d’origine germanique qui va de pair avec une idéologie identitaire #Islamophobe #Pétainiste et #Nazi = 2 #Fils_de_Pétain ! 🖕🏽 https://t.co/idNbMZ3K62 https://t.co/16FAuU3sGO;1466468485622640654
0;Chui un negro régulier, pas spécial;1466468318529916934
0;@LaliCidjah @__Denilsoon_ @RERB @Qofficiel Facho … seul argument facho ?? Vous savez ce que c’est le fascisme ? Hitler Staline mussolini les frères musulman voici le Fascime !!! Va falloir trouver des arguments plus convaincants!! Le gauchiste ? Voilà tout aussi réducteur et idiot …;1466468264935100422
1;#PonoGay #BeurGay - Deux faciales à la suite pour une petite frappe du quartier : https://t.co/O77UMWvKlA;1466468230210457600
0;"j'ai envie de pleurer mélo est si petit, si mignon

je crève";1466468197599690755
0;"Premier anime : Naruto
Dernier anime : la légende de Korra
Anime favori : the ancien Magnus bride
L'anime qui t'a fait pleurer le plus : hano ana 
L'anime qui t'a le plus surpris : Tokyo revengers
L'anime qui t'a le plus fait rire : GTO https://t.co/p6O9oIYNXv";1466468145191915531
1;@Clelest @ccg_ad91 @VincentLanies @ZemmourEric Ont les traites comme ça car eux même traite d’extrême droite , fasciste , nazi homophobe etc quand ils n’ont plus d’argument;1466468061863686150
0;@MamzelleNaf souvenir de fac, un prof foufou l'eau pure qui vient de la montagne sur résurgence, avec un mouton crevé en karstique, la douve du foie, il est rentré en urgence. Et on a bien rigolé (ceux qui avaient fait hydrogéologie);1466467774352535558
0;@AncKou_ @Bunker_D_ @GaelleGiroud Ah ben c'est sûr qu'en jouant la fausse neutralité et en demandant comme un benêt à un juif et à un nazi ce qu'est un juif, ils vont pas donner les mêmes réponses.;1466467739837636613
1;Être nègre se voit toujours, un jour ou l'autre. https://t.co/H6nbsQuPXg;1466467574133239808
1;Mais c'est une mentalité de nazi ca https://t.co/0ONr0diGtV;1466467427840147468
0;@NoAsbelTown @Esban_ Et tu feras quoi de tous ceux que t aura torturee pour rien? Tu devras leur mettre une balle dans la tete sinon quand il sortiront ce seront des salah abdeslam ou merah que tu auras cree.;1466467332662960134
0;"La traque des nazis... 
Simon Wisenthal, les époux Klarsfeld... Ils seront quelques-uns à vouloir leur mettre la main dessus !
https://t.co/qQJEENJk3Q
https://t.co/TldfQabrx6

#histoire  #Nazi (s)  #Shoah";1466467249380896769
0;@AldoSterone111 On aurait surtout jamais dû permettre à Hitler de detruire l'Europe. M'enfin bon apparemment a cette époque la les États Unis ont accordé des prêts très généreux à l'Allemagne pour qu'elle conduise ses politiques.;1466467200613687305
1;@CamChauss Le père Noël c est le 25 60% de la droite migré chez marine pas chez le petit Hitler;1466466881590726662
0;"@PhilippeMurer @AldoSterone111 Si on fait pas le #Frexit 

l'empire de 1000 ans que voulait Hitler se mets en place";1466466777022578707
1;@xavierbertrand @lesRepublicains @vpecresse 🤣🤣🤣🤣🤣 Comment on dit déjà ?  Ah oui : DANS TON CUL LE NAZI !!! 🤣🤣🤣;1466466702854705152
1;« Le constat que dresse Eric Zemmour, à bien des égards, je le partage, disons qu’on a le même » #EricCiotti les deux Éric partagent non seulement un nom d’origine germanique qui va de pair avec une idéologie identitaire #Islamophobe #Pétainiste et #Nazi = 2 #Fils_de_Pétain !;1466466677160304645
1;@BFMTV Crève, sombre 💩;1466466545387851787
0;Il prenait presque plus de trucs qu’Hitler https://t.co/hMacDoa2gn;1466466544972664844
1;@Kukicat7 Qui sème le vent récolte la tempête. Il ne faut pas jouer à l’apprenti nazi au risque de se brûler les ailes l’ami Gunner.;1466466381856219144
1;@annick_OL @aucunnomdelibre @CommanderTorenn @Dadoo5152 @AlainDuhamel Un youpin antisémite... On aura tout lu !;1466466117468278788
1;Même la dictature d'Hitler était plus flexible https://t.co/Mu154q5w2q;1466465982847893505
1;@PhilippeMurer Pays de nazi;1466465945736687629
0;"Y'a pas vraiment de fin à ce fil, pas vraiment de but. ""C'est comme ça"". C'est la réponse la plus ""logique"". C'est ""en marche ou crève"", tu sais. 
C'est éminemment politique, extrêmement peu documenté, absolument pas représenté. 
Et certain-e-s s'étonnent de notre abstention ?";1466465922240192525
0;j'creve ils sont tous beaux https://t.co/gr6yaDAx4s;1466465838693761035
0;Des aquarelles d'Hitler et deux citations de Céline sur fond de Wagner ça posait sans doute moins de problème.;1466465836282036236
1;@PhilippeMurer Régime nazi.;1466465785057099778
0;"J'suis toujours sur le cou, comme chaîne en or
J'me lave avec, je dors avec, négro ça brille encore https://t.co/OPY9udgIEc";1466465777620594694
1;@itsflat7 Régime nazi, pis comme dans le temps le peuple n'y voit que du feu 😓;1466465666110795778
1;@tical10 @ExBarcaFan74523 @ConflitsFrance Le fameux nazi juif séfarade sioniste et la femme féminise nazi socialiste mdr;1466465569041960968
0;@victeurrrr @phaztt @EliasLeRetour Tes ultra gênant avec ta pp de melchior que fait le signe nazi ....;1466465544215879680
1;@JLGagnaire @tcabarrus Est-il acceptable de tenir de tels propos à notre époque ? Fasciste en puissance, nazi refoulé, cancer de l'humanité...;1466465496442802186
1;Les allemands doivent se soulever contre ce régime de plus en plus nazi. https://t.co/kXjc4s0h07;1466465393397145616
0;"@Rislam2account ""nazi"" cmt t'abuses mdddr";1466465355749068807
0;VENDREDI J'AI MES NEVEUX YOUHOUU JVAIS ÊTRE CREVÉ MAIS JSUIS CONTENTE;1466465238790942721
0;@VaeVix @Mart_Inangel @Timeo_Danaos L’autoroute à 40 tonnes voir peut-être plus à cause des batteries c’est pas très safe quand tu es à l’arrêt avec un pneu crevé;1466465223427211264
1;@idrissaberkane Les nazis sont de retour en Allemagne. 75 ans après leur défaite et en plus ils dirigent l'UE. Belle victoire de Hitler à titre posthume.;1466465132138147853
0;@PierreMarionnet oui mais !!! c’est fasciste !!! c’est nazi !!! c’est raciste !!! https://t.co/ZarRhfeiF7;1466465121241284618
1;"@PhilippeMurer Le prix Josef Mengele du ""Médecin le plus ignoble de l'année"" sera remis à l'heureux lauréat à Munich en mars 2022 des mains mêmes de la descendante du célèbre médecin nazi. De très nombreux médecins français sont déjà nominés pour obtenr cette prestigieuse récompense";1466465010125881356
1;@djoulye @LiorahDouge @barriere_dr @MahmoudZureik Oh un grammar nazi. Sur un RS où on tape depuis le téléphone. Quel argumentation en or. Mme y est, et j'ai 2 enfants scolarisés en mater et en élémentaire. Je suis assez au courant de ce qui peut être fait avec le distanciel. Et on parle de 10j pas de 6m.;1466464993193439237
0;"@TPtiripou Je condamne les crimes du nazisme.
Par contre, je suis entrain de regarder le doc « Adolf Hitler La Plus Grande Histoire Jamais Racontée » et j’avoue que c’est chaud (ils font littéralement l’apologie de Hitler).

https://t.co/5LTReMDqeL";1466464977955471362
0;Hitler quand il a foiré son putsch https://t.co/QzHyCi6cN9;1466464719385018371
0;@R_Massing_16_66 @MireilleGerma55 @Elpis_R Et toi t'as quoi dans le ciboulot ,petit 🐑🐑🐑obeis a Veran ,fait tes 10 doses annuelles et crevé bête comme tu es😂 ,nous on garde notre santé non vaxx en pleine forme sans comorbidites;1466464612463828994
1;@PhilippeMurer Purée Hitler est revenu ça y est!!!;1466464609871798274
1;Denvers c’est après on l’a chopé il dit « changeons de sujet », negro t’es plus dans notre groupe sale haramiste 😭;1466464487104471041
1;"Dans mes archives : 

🇺🇾 Deuxième bataille du Río de la Plata

L’Uruguay se déchire sur le sort d’un aigle de bronze nazi

https://t.co/R5gwOISIaz https://t.co/qfcJKetlc3";1466464461783457804
0;Restaurant Manager – Creve Coeur, MO 63141 https://t.co/3WhUqMeYw9;1466464433966915585
0;"@LindaKebbab Tout nos souhaits de bon rétablissement à ces courageuses Fonctionnaires de Police, soyez assurées que nos prières vous accompagne également.
Prudence à l'ensemble des effectifs des forces de l'Ordre chaque perte et un terrible crève cœur.";1466464429223071753
1;@eden_dsx Crève en enfer et avec tes convictions à deux francs sale pute;1466464379977752580
0;@neigienfb @Wolfa_93 @lekrokow @PierreJov5 @thevone7 @sugarbzbyz C'est quoi ces conneries ? Hitler aussi avait des sympathisants et des ennemies, ça veut dire qu'il était dans le vrai ? Ça vous arrive de réfléchir ?;1466464288114098176
1;Wesh c est le nouveau hitler le gars https://t.co/1YXxH4Njct;1466464272838500356
1;@PhilippeMurer Rien de nouveau sous le soleil. Les plus grands supporters du régime nazi renouent avec leur histoire : Allemagne, Autriche, France en tête;1466464259769094149
0;@Alphanumrique2 Il faut peut être déjà lui dire que c'était l'extrême gauche Hitler c'est le premier truc que j'ai appris a l'école sur la 2GM.😑;1466464204626579461
0;@TPMP @C8TV Benhaïm + Elmalleh c'est pas possible, je zappe. Quant à Cyril, c'est peut-être qu'il faut être con pour porter un blouson de m'as-tu-vu en studio, au risque d'attraper la crève quand on sort....;1466464108195323909
0;Même hitler est choquer https://t.co/XGxExkth68;1466464099764772870
0;On voit que heeseung je crève 😭 https://t.co/JpaG95xWtm;1466464059352563714
1;@tigeraido T’es sortie avec hitler ou quoi;1466463864401371144
1;@MushobekwaMa Si Hitler était vivant il n'allait pas ouvrir sa bouche pour parler,il n'y a qu'en RDC où les prédateurs , voleurs,ont le courage de parler sans honte, pendant le régime sanguinaire incarné par la kabilie le vol est une compétition et aujourd'hui il y a une différence;1466463690014830594
0;@JReberlan @CPASGAGNE69 @christine_kelly @franceinter Vous faites l'éloge de l'extrême droite Hitler a mis l'europe chaos c'est pour ça qu'il fallait l'UE;1466463653536964611
0;@cardJulien Pfizer. J'ai été malade 12h à la 2e injection et là actuellement je suis crevé et mes reins déconnent;1466463626953465863
0;@MathieuSlama Peut on débattre avec un nazi;1466463570191867909
0;comment je fais faire vous voulez que je crève ou quoi?? où est ce que je vais regarder modern family pour la 7eme fois????? https://t.co/iXylvqEroT;1466463534880116743
0;"@feraiuncourrier @yesorno32845159 @batiste17180 @CValande @ZemmourEric Vous y étiez où en 39 lorsque les troupes allemandes ont mis la France à genoux en 1 mois. 
Vous auriez fait quoi face à Hitler et sans soldats ? 
Vous vous seriez battus av vos petits poings.
Vous pérorez des conneries alors que la vie est nuancée par essence.";1466463490458198017
0;@kennedysneant @Lencyclopediste C'est pas le sujet, je disais pas ça pour dire que les musulmans étaient nazi juste que l'attrait d'hitler pour l'islam était réel;1466463072466485256
0;@Nazi_m18 Hamilton veut sucer tout le monde pour ce faire bien voir a en devient complètement comique;1466462834292842502
1;@Portes_Thomas #AnneMaSœurAnne, si je te disais ce que vois venir... Anne, ma sœur Anne, j'arrive pas y croire, c'est comme un cauchemar, sale cafard...elle ressort de sa tanière, la nazi nostalgie...elle a pignon sur rue, des adeptes, un parti...la voilà revenue l'historique hystérie..👇;1466462631364116486
0;"Z'humaine elle a rouspété en rentrant: ""oh non! J'en ai marre! Après les trains supprimés, le pneu crevé, du vomi partout!""... Ben les trains et le pneu, cé pas nous! On y peut rien. Faut pas ezagérer konmême!";1466462593921564673
0;@Alpha_Drek Ah ouais bah tu a eu la crève au taf;1466462567119953928
1;"@lobs ""Antifas"" ce noble mot de gauche qui cache une violence digne des nazis en 39.  #antifas #nazi #hitler";1466462530298167306
1;L’Autriche, l’autre pays d’Hitler…@AustriainFR https://t.co/FoRNJAbB0H;1466462511432192001
0;"@chrisoff10 @LaurentOzon @Sauvadet Très loin c sûr, même si ça sent la fin de la fête pour beaucoup, donc par extension pour tous !!!
Il ne peut y avoir d’exclus ni de privilégiés dans un monde unique, ou alors ça crève les yeux 👀 

Oui oui nous avons les photos 😎";1466462337284640772
1;@Elsa_Gambin Je les ai tous gardés depuis 3 ou 4 ans maintenant, je voulais faire un machin artistico-sociologique mais je suis tellement fatiguée mentalement que j'arrive pas à structurer le bouzin! En tout cas c'est flagrant, j'en utilise de moins en moins et ça a commencé avant le covid ! https://t.co/0ROrjyhuAA;1466461961504366593
1;"C’est à quel gouvernement sera le plus abject.. 100euros d’amende pour les+ de 60 ans non vaxx en Grèce! 
La privation des ressources était aussi une mesure nazi…
Il y aura toujours des êtres abjects pour approuver. https://t.co/bwEuNIQeCu";1466461950020362244
0;@724148_1993 Je mange, je révise mon contrôle sur Hitler jv parler à cette salope irrespectueuse;1466461756264435715
0;"Hitler  à Hermann Rauschning:
""L’homme scrupuleux qui se croit obligé de consulter sa conscience avant de donner sa signature n’est qu’un nigaud : qu’il se tienne à l’écart de la politique""";1466461666422538245
0;J'suis crevé.;1466461628136841220
0;"Au XXEME siècle, le stéréotype du fasciste nazi était un homme blanc, de bonne famille, svt bourgeois.
Avec le wokisme inclusif, un fasciste peut aussi être noir, arabe, chinois, prolétaire ou bourgeois
Comme quoi ce n'est pas une histoire de peau, mais de philosophie
Le Progrès.";1466461599909269509
1;ce nazi bon teint au geste menaçant est irrespirable ✊✊✊ https://t.co/A1l06svl0o;1466461492652523522
1;"On ne vous laissera pas faire tellement vous êtes inhumain
C’est une méthode de nazi et criminelle https://t.co/78gmtD5Z3Y";1466461481516650499
